compound_formula,substructure,Tc_anchor_K,Hc2_T_anchor,T_K,H_T,withheld_reduced_field,refusal_flag,withheld_log_Jc,withheld_log_Jc_lower_95,withheld_log_Jc_upper_95
B2Cr0.01Mg0.99,conventional_AlB2,36.7,15.5,28.259000000000004,0.1,0.0064516129032258064,H_below_validated_reduced_field,4.656876601001858,4.129537812523512,5.15889965458727
B2Cr0.01Mg0.99,conventional_AlB2,36.7,15.5,28.259000000000004,1.0,0.06451612903225806,H_below_validated_reduced_field,4.597041010184918,4.06375845871279,5.11338402820937
B2Cr0.02Mg0.98,conventional_AlB2,35.3,15.5,4.2,0.1,0.0064516129032258064,H_below_validated_reduced_field,5.324105348641889,5.1863788403346,5.559330705252185
B2Cr0.02Mg0.98,conventional_AlB2,35.3,15.5,4.2,1.0,0.06451612903225806,H_below_validated_reduced_field,5.271544406272218,5.105616317081055,5.506780183126137
B2Cr0.02Mg0.98,conventional_AlB2,35.3,15.5,20.0,0.1,0.0064516129032258064,H_below_validated_reduced_field,4.988430169996427,4.710431068993549,5.312156142769415
B2Cr0.02Mg0.98,conventional_AlB2,35.3,15.5,20.0,1.0,0.06451612903225806,H_below_validated_reduced_field,4.932256472790478,4.637770708743002,5.270094192193538
B2Cr0.02Mg0.98,conventional_AlB2,35.3,15.5,27.181,0.1,0.0064516129032258064,H_below_validated_reduced_field,4.673910908982094,4.209023043304142,5.189595076457983
B2Cr0.02Mg0.98,conventional_AlB2,35.3,15.5,27.181,1.0,0.06451612903225806,H_below_validated_reduced_field,4.610164729421922,4.130458760497638,5.1374838136847085
B2Cr0.03Mg0.97,conventional_AlB2,35.1,15.5,4.2,0.1,0.0064516129032258064,H_below_validated_reduced_field,5.324105348641889,5.171003190830169,5.559330705252185
B2Cr0.03Mg0.97,conventional_AlB2,35.1,15.5,4.2,1.0,0.06451612903225806,H_below_validated_reduced_field,5.269431390263902,5.103248336736622,5.508722502399244
B2Cr0.03Mg0.97,conventional_AlB2,35.1,15.5,20.0,0.1,0.0064516129032258064,H_below_validated_reduced_field,4.984199303885426,4.701829484638735,5.307251933717255
B2Cr0.03Mg0.97,conventional_AlB2,35.1,15.5,20.0,1.0,0.06451612903225806,H_below_validated_reduced_field,4.925051619385116,4.629367330427368,5.26227270254968
B2Cr0.03Mg0.97,conventional_AlB2,35.1,15.5,27.027,0.1,0.0064516129032258064,H_below_validated_reduced_field,4.659800760853216,4.19584479365365,5.168201446944538
B2Cr0.03Mg0.97,conventional_AlB2,35.1,15.5,27.027,1.0,0.06451612903225806,H_below_validated_reduced_field,4.60105040597256,4.126566187173057,5.117074226803632
B2Cu0.004Mg0.996,conventional_AlB2,38.11,15.5,4.2,0.1,0.0064516129032258064,H_below_validated_reduced_field,5.324105348641889,5.171003190830169,5.559330705252185
B2Cu0.004Mg0.996,conventional_AlB2,38.11,15.5,4.2,1.0,0.06451612903225806,H_below_validated_reduced_field,5.266214364520186,5.100092209645829,5.50576400867879
B2Cu0.004Mg0.996,conventional_AlB2,38.11,15.5,20.0,0.1,0.0064516129032258064,H_below_validated_reduced_field,5.01960240337941,4.760570127688244,5.333135872136754
B2Cu0.004Mg0.996,conventional_AlB2,38.11,15.5,20.0,1.0,0.06451612903225806,H_below_validated_reduced_field,4.964256619331223,4.683629912618813,5.287886531647479
B2Cu0.004Mg0.996,conventional_AlB2,38.11,15.5,29.3447,0.1,0.0064516129032258064,H_below_validated_reduced_field,4.646373606722773,4.203462520462983,5.167308346352704
B2Cu0.004Mg0.996,conventional_AlB2,38.11,15.5,29.3447,1.0,0.06451612903225806,H_below_validated_reduced_field,4.589340383006553,4.141953093227119,5.11936440783728
B2Cu0.011Mg0.989,conventional_AlB2,38.05,15.5,4.2,0.1,0.0064516129032258064,H_below_validated_reduced_field,5.324105348641889,5.171003190830169,5.559330705252185
B2Cu0.011Mg0.989,conventional_AlB2,38.05,15.5,4.2,1.0,0.06451612903225806,H_below_validated_reduced_field,5.26911416701377,5.103264623835246,5.506751427124972
B2Cu0.011Mg0.989,conventional_AlB2,38.05,15.5,20.0,0.1,0.0064516129032258064,H_below_validated_reduced_field,5.027049179335381,4.759014077190904,5.3323052487658185
B2Cu0.011Mg0.989,conventional_AlB2,38.05,15.5,20.0,1.0,0.06451612903225806,H_below_validated_reduced_field,4.9646926280025845,4.68833653705429,5.2810867642880535
B2Cu0.011Mg0.989,conventional_AlB2,38.05,15.5,29.2985,0.1,0.0064516129032258064,H_below_validated_reduced_field,4.646470278673648,4.166702426310262,5.15600670197186
B2Cu0.011Mg0.989,conventional_AlB2,38.05,15.5,29.2985,1.0,0.06451612903225806,H_below_validated_reduced_field,4.591124494625461,4.086414381841425,5.109876727873295
B2Cu0.018Mg0.982,conventional_AlB2,37.8,15.5,4.2,0.1,0.0064516129032258064,H_below_validated_reduced_field,5.324105348641889,5.171003190830169,5.549941092791016
B2Cu0.018Mg0.982,conventional_AlB2,37.8,15.5,4.2,1.0,0.06451612903225806,H_below_validated_reduced_field,5.269431390263902,5.1026131398903125,5.5019971542755925
B2Cu0.018Mg0.982,conventional_AlB2,37.8,15.5,20.0,0.1,0.0064516129032258064,H_below_validated_reduced_field,5.02411281976708,4.752444231095849,5.331057998991564
B2Cu0.018Mg0.982,conventional_AlB2,37.8,15.5,20.0,1.0,0.06451612903225806,H_below_validated_reduced_field,4.963776384413901,4.681368421813862,5.283124848838484
B2Cu0.018Mg0.982,conventional_AlB2,37.8,15.5,29.106,0.1,0.0064516129032258064,H_below_validated_reduced_field,4.641738294362475,4.12576376015806,5.167531542511934
B2Cu0.018Mg0.982,conventional_AlB2,37.8,15.5,29.106,1.0,0.06451612903225806,H_below_validated_reduced_field,4.589177351992804,4.056741763766488,5.121950929496936
B2Cu0.03Mg0.97,conventional_AlB2,37.58,15.5,4.2,0.1,0.0064516129032258064,H_below_validated_reduced_field,5.324105348641889,5.171003190830169,5.559330705252185
B2Cu0.03Mg0.97,conventional_AlB2,37.58,15.5,4.2,1.0,0.06451612903225806,H_below_validated_reduced_field,5.269355740937106,5.103264623835246,5.508722502399244
B2Cu0.03Mg0.97,conventional_AlB2,37.58,15.5,20.0,0.1,0.0064516129032258064,H_below_validated_reduced_field,5.021252614002386,4.7465448920605136,5.329549478914238
B2Cu0.03Mg0.97,conventional_AlB2,37.58,15.5,20.0,1.0,0.06451612903225806,H_below_validated_reduced_field,4.960772952701126,4.67776626015522,5.283551967155497
B2Cu0.03Mg0.97,conventional_AlB2,37.58,15.5,28.9366,0.1,0.0064516129032258064,H_below_validated_reduced_field,4.655381138561722,4.184237976796379,5.167692314183857
B2Cu0.03Mg0.97,conventional_AlB2,37.58,15.5,28.9366,1.0,0.06451612903225806,H_below_validated_reduced_field,4.602816074512036,4.106210268461273,5.119782580435278
B2Cu0.05Mg0.95,conventional_AlB2,37.75,15.5,4.2,0.1,0.0064516129032258064,H_below_validated_reduced_field,5.324105348641889,5.1863788403346,5.559330705252185
B2Cu0.05Mg0.95,conventional_AlB2,37.75,15.5,4.2,1.0,0.06451612903225806,H_below_validated_reduced_field,5.271536162912187,5.104680266782216,5.506751427124972
B2Cu0.05Mg0.95,conventional_AlB2,37.75,15.5,20.0,0.1,0.0064516129032258064,H_below_validated_reduced_field,5.023501397115826,4.765033835720256,5.330717664339587
B2Cu0.05Mg0.95,conventional_AlB2,37.75,15.5,20.0,1.0,0.06451612903225806,H_below_validated_reduced_field,4.965626978790241,4.688645310662396,5.282886274406245
B2Cu0.05Mg0.95,conventional_AlB2,37.75,15.5,29.0675,0.1,0.0064516129032258064,H_below_validated_reduced_field,4.655100781247521,4.183138805988789,5.181937739686424
B2Cu0.05Mg0.95,conventional_AlB2,37.75,15.5,29.0675,1.0,0.06451612903225806,H_below_validated_reduced_field,4.598526196847526,4.107078798222635,5.130084601621147
B2Cu0.1Mg0.9,conventional_AlB2,38.6,15.5,4.2,0.1,0.0064516129032258064,H_below_validated_reduced_field,5.324105348641889,5.171003190830169,5.549941092791016
B2Cu0.1Mg0.9,conventional_AlB2,38.6,15.5,4.2,1.0,0.06451612903225806,H_below_validated_reduced_field,5.267314672209294,5.1026131398903125,5.499339529953279
B2Cu0.1Mg0.9,conventional_AlB2,38.6,15.5,20.0,0.1,0.0064516129032258064,H_below_validated_reduced_field,5.02515251969956,4.772988024469917,5.3363112527177154
B2Cu0.1Mg0.9,conventional_AlB2,38.6,15.5,20.0,1.0,0.06451612903225806,H_below_validated_reduced_field,4.97026484985463,4.69970162080769,5.287359131259812
B2Cu0.1Mg0.9,conventional_AlB2,38.6,15.5,29.722,0.1,0.0064516129032258064,H_below_validated_reduced_field,4.645596055404505,4.240361358439477,5.164824235611567
B2Cu0.1Mg0.9,conventional_AlB2,38.6,15.5,29.722,1.0,0.06451612903225806,H_below_validated_reduced_field,4.590250271356319,4.160904679325488,5.116966293238837
B2Cu0.2Mg0.8,conventional_AlB2,38.6,15.5,4.2,0.1,0.0064516129032258064,H_below_validated_reduced_field,5.324105348641889,5.1863788403346,5.559330705252185
B2Cu0.2Mg0.8,conventional_AlB2,38.6,15.5,4.2,1.0,0.06451612903225806,H_below_validated_reduced_field,5.271695840921429,5.103255297865912,5.507908158442016
B2Cu0.2Mg0.8,conventional_AlB2,38.6,15.5,20.0,0.1,0.0064516129032258064,H_below_validated_reduced_field,5.033294764575276,4.779068489266972,5.3363112527177154
B2Cu0.2Mg0.8,conventional_AlB2,38.6,15.5,20.0,1.0,0.06451612903225806,H_below_validated_reduced_field,4.973424435465634,4.706021307079868,5.290727685550237
B2Cu0.2Mg0.8,conventional_AlB2,38.6,15.5,29.722,0.1,0.0064516129032258064,H_below_validated_reduced_field,4.653738300280222,4.255796560684612,5.16696331088358
B2Cu0.2Mg0.8,conventional_AlB2,38.6,15.5,29.722,1.0,0.06451612903225806,H_below_validated_reduced_field,4.592494976662015,4.189750688109835,5.120805128542067
B2Fe0.003Mg0.997,conventional_AlB2,37.8,15.5,4.2,0.1,0.0064516129032258064,H_below_validated_reduced_field,5.324105348641889,5.171003190830169,5.549941092791016
B2Fe0.003Mg0.997,conventional_AlB2,37.8,15.5,4.2,1.0,0.06451612903225806,H_below_validated_reduced_field,5.269431390263902,5.104680266782216,5.503374888924745
B2Fe0.003Mg0.997,conventional_AlB2,37.8,15.5,20.0,0.1,0.0064516129032258064,H_below_validated_reduced_field,5.02411281976708,4.765877935074358,5.333110531824441
B2Fe0.003Mg0.997,conventional_AlB2,37.8,15.5,20.0,1.0,0.06451612903225806,H_below_validated_reduced_field,4.966221835645377,4.6921723569295954,5.289014662210436
B2Fe0.003Mg0.997,conventional_AlB2,37.8,15.5,29.106,0.1,0.0064516129032258064,H_below_validated_reduced_field,4.655018833127556,4.238986272564484,5.181895855317112
B2Fe0.003Mg0.997,conventional_AlB2,37.8,15.5,29.106,1.0,0.06451612903225806,H_below_validated_reduced_field,4.604040931071102,4.162038696295192,5.131486302222921
B2Fe0.006Mg0.994,conventional_AlB2,35.6,15.5,4.2,0.1,0.0064516129032258064,H_below_validated_reduced_field,5.324105348641889,5.171003190830169,5.559330705252185
B2Fe0.006Mg0.994,conventional_AlB2,35.6,15.5,4.2,1.0,0.06451612903225806,H_below_validated_reduced_field,5.269307678896171,5.102014001796972,5.508167991864219
B2Fe0.006Mg0.994,conventional_AlB2,35.6,15.5,20.0,0.1,0.0064516129032258064,H_below_validated_reduced_field,4.992377684017201,4.724794927522573,5.314549689843848
B2Fe0.006Mg0.994,conventional_AlB2,35.6,15.5,20.0,1.0,0.06451612903225806,H_below_validated_reduced_field,4.935041302175662,4.646302947433424,5.266523276994603
B2Fe0.006Mg0.994,conventional_AlB2,35.6,15.5,27.412000000000003,0.1,0.0064516129032258064,H_below_validated_reduced_field,4.673347980619615,4.260928150265725,5.169234642636511
B2Fe0.006Mg0.994,conventional_AlB2,35.6,15.5,27.412000000000003,1.0,0.06451612903225806,H_below_validated_reduced_field,4.610208406255731,4.19064213899949,5.125762696498772
B2Fe0.012Mg0.988,conventional_AlB2,33.45,15.5,4.2,0.1,0.0064516129032258064,H_below_validated_reduced_field,5.324105348641889,5.171003190830169,5.559330705252185
B2Fe0.012Mg0.988,conventional_AlB2,33.45,15.5,4.2,1.0,0.06451612903225806,H_below_validated_reduced_field,5.267940368156896,5.101961655945378,5.506419869771421
B2Fe0.012Mg0.988,conventional_AlB2,33.45,15.5,20.0,0.1,0.0064516129032258064,H_below_validated_reduced_field,4.94845931127179,4.654401043192386,5.287673461200554
B2Fe0.012Mg0.988,conventional_AlB2,33.45,15.5,20.0,1.0,0.06451612903225806,H_below_validated_reduced_field,4.889534836516607,4.580551948439923,5.243504082327841
B2Fe0.012Mg0.988,conventional_AlB2,33.45,15.5,25.756500000000003,0.1,0.0064516129032258064,H_below_validated_reduced_field,4.652189075219323,4.179325943906617,5.160431447411657
B2Fe0.012Mg0.988,conventional_AlB2,33.45,15.5,25.756500000000003,1.0,0.06451612903225806,H_below_validated_reduced_field,4.595553627834702,4.1050896017458856,5.112531257638426
B2Fe0.01Mg0.99,conventional_AlB2,34.7,15.5,4.2,0.1,0.0064516129032258064,H_below_validated_reduced_field,5.324105348641889,5.171003190830169,5.559330705252185
B2Fe0.01Mg0.99,conventional_AlB2,34.7,15.5,4.2,1.0,0.06451612903225806,H_below_validated_reduced_field,5.270343882357867,5.103264623835246,5.506323838669852
B2Fe0.01Mg0.99,conventional_AlB2,34.7,15.5,20.0,0.1,0.0064516129032258064,H_below_validated_reduced_field,4.9773605448428775,4.677909324673336,5.306748669367916
B2Fe0.01Mg0.99,conventional_AlB2,34.7,15.5,20.0,1.0,0.06451612903225806,H_below_validated_reduced_field,4.918514186749772,4.600837567425354,5.262927944223833
B2Fe0.01Mg0.99,conventional_AlB2,34.7,15.5,26.719,0.1,0.0064516129032258064,H_below_validated_reduced_field,4.66057683240042,4.13677517314387,5.169997883757132
B2Fe0.01Mg0.99,conventional_AlB2,34.7,15.5,26.719,1.0,0.06451612903225806,H_below_validated_reduced_field,4.599789527947694,4.059935102165947,5.125856367843495
B2Fe0.03Mg0.97,conventional_AlB2,32.96666667,15.5,4.2,0.1,0.0064516129032258064,H_below_validated_reduced_field,5.324105348641889,5.1863788403346,5.559330705252185
B2Fe0.03Mg0.97,conventional_AlB2,32.96666667,15.5,4.2,1.0,0.06451612903225806,H_below_validated_reduced_field,5.269307678896171,5.105616317081055,5.506419869771421
B2Fe0.03Mg0.97,conventional_AlB2,32.96666667,15.5,20.0,0.1,0.0064516129032258064,H_below_validated_reduced_field,4.943392770529325,4.632912577492559,5.298826182589676
B2Fe0.03Mg0.97,conventional_AlB2,32.96666667,15.5,20.0,1.0,0.06451612903225806,H_below_validated_reduced_field,4.883186622849433,4.55379106139378,5.250981723224225
B2Fe0.03Mg0.97,conventional_AlB2,32.96666667,15.5,25.384333335900003,0.1,0.0064516129032258064,H_below_validated_reduced_field,4.664173277673519,4.1443609991194,5.191619868607363
B2Fe0.03Mg0.97,conventional_AlB2,32.96666667,15.5,25.384333335900003,1.0,0.06451612903225806,H_below_validated_reduced_field,4.604197860873393,4.076636844449754,5.139590261085882
B2Fe0.05Mg0.95,conventional_AlB2,29.5,15.5,4.2,0.1,0.0064516129032258064,H_below_validated_reduced_field,5.324105348641889,5.171003190830169,5.559330705252185
B2Fe0.05Mg0.95,conventional_AlB2,29.5,15.5,4.2,1.0,0.06451612903225806,H_below_validated_reduced_field,5.267411428150495,5.101784558126327,5.506419869771421
B2Fe0.05Mg0.95,conventional_AlB2,29.5,15.5,20.0,0.1,0.0064516129032258064,H_below_validated_reduced_field,4.8507775274382965,4.525836155471636,5.249314234202875
B2Fe0.05Mg0.95,conventional_AlB2,29.5,15.5,20.0,1.0,0.06451612903225806,H_below_validated_reduced_field,4.790769920071845,4.449255292987382,5.205674101949504
B2Fe0.05Mg0.95,conventional_AlB2,29.5,15.5,22.715,0.1,0.0064516129032258064,H_below_validated_reduced_field,4.6727385736997,4.283687796894994,5.175394610656014
B2Fe0.05Mg0.95,conventional_AlB2,29.5,15.5,22.715,1.0,0.06451612903225806,H_below_validated_reduced_field,4.611514528987287,4.220972726733638,5.13364619519037
B2Fe0.1Mg0.9,conventional_AlB2,34.0,15.5,4.2,0.1,0.0064516129032258064,H_below_validated_reduced_field,5.324105348641889,5.185994449096989,5.559330705252185
B2Fe0.1Mg0.9,conventional_AlB2,34.0,15.5,4.2,1.0,0.06451612903225806,H_below_validated_reduced_field,5.269431390263902,5.103264623835246,5.506326026910626
B2Fe0.1Mg0.9,conventional_AlB2,34.0,15.5,20.0,0.1,0.0064516129032258064,H_below_validated_reduced_field,4.961989900734549,4.673903937923178,5.300174108532829
B2Fe0.1Mg0.9,conventional_AlB2,34.0,15.5,20.0,1.0,0.06451612903225806,H_below_validated_reduced_field,4.903529707796851,4.600364703164974,5.253250200347603
B2Fe0.1Mg0.9,conventional_AlB2,34.0,15.5,26.18,0.1,0.0064516129032258064,H_below_validated_reduced_field,4.661981989610196,4.178109705909017,5.170621416976968
B2Fe0.1Mg0.9,conventional_AlB2,34.0,15.5,26.18,1.0,0.06451612903225806,H_below_validated_reduced_field,4.60083542193319,4.103201896050599,5.122204032558778
B2Ir0.02Mg0.98,conventional_AlB2,33.2,15.5,4.2,0.1,0.0064516129032258064,H_below_validated_reduced_field,5.324105348641889,5.171003190830169,5.559330705252185
B2Ir0.02Mg0.98,conventional_AlB2,33.2,15.5,4.2,1.0,0.06451612903225806,H_below_validated_reduced_field,5.269814033055775,5.103264623835246,5.5094156914624905
B2Ir0.02Mg0.98,conventional_AlB2,33.2,15.5,20.0,0.1,0.0064516129032258064,H_below_validated_reduced_field,4.947777044924093,4.663550257028224,5.292401342887064
B2Ir0.02Mg0.98,conventional_AlB2,33.2,15.5,20.0,1.0,0.06451612903225806,H_below_validated_reduced_field,4.88988606080239,4.590927592499733,5.24735654174556
B2Ir0.02Mg0.98,conventional_AlB2,33.2,15.5,25.564000000000004,0.1,0.0064516129032258064,H_below_validated_reduced_field,4.663665684585248,4.267987242431087,5.179436803895227
B2Ir0.02Mg0.98,conventional_AlB2,33.2,15.5,25.564000000000004,1.0,0.06451612903225806,H_below_validated_reduced_field,4.607563244498728,4.1989831160036015,5.130382725334772
B2Ir0.06Mg0.94,conventional_AlB2,28.1,15.5,4.2,0.1,0.0064516129032258064,H_below_validated_reduced_field,5.324105348641889,5.1863788403346,5.559330705252185
B2Ir0.06Mg0.94,conventional_AlB2,28.1,15.5,4.2,1.0,0.06451612903225806,H_below_validated_reduced_field,5.269431390263902,5.105616317081055,5.508722502399244
B2Ir0.06Mg0.94,conventional_AlB2,28.1,15.5,20.0,0.1,0.0064516129032258064,H_below_validated_reduced_field,4.795050774127515,4.451366493114586,5.225125817316132
B2Ir0.06Mg0.94,conventional_AlB2,28.1,15.5,20.0,1.0,0.06451612903225806,H_below_validated_reduced_field,4.737923957155599,4.373621276335492,5.173772786135868
B2Ir0.06Mg0.94,conventional_AlB2,28.1,15.5,21.637,0.1,0.0064516129032258064,H_below_validated_reduced_field,4.676849055011506,4.287339621762154,5.17721862125753
B2Ir0.06Mg0.94,conventional_AlB2,28.1,15.5,21.637,1.0,0.06451612903225806,H_below_validated_reduced_field,4.618958070889804,4.205912765303927,5.126610418404589
B2Ir0.12Mg0.88,conventional_AlB2,18.0,15.5,4.2,0.1,0.0064516129032258064,H_below_validated_reduced_field,5.324105348641889,5.171003190830169,5.559330705252185
B2Ir0.12Mg0.88,conventional_AlB2,18.0,15.5,4.2,1.0,0.06451612903225806,H_below_validated_reduced_field,5.269431390263902,5.1026131398903125,5.509421589597411
B2Ir0.12Mg0.88,conventional_AlB2,18.0,15.5,13.86,0.1,0.0064516129032258064,H_below_validated_reduced_field,4.728228302523246,4.275355230788176,5.216256785721489
B2Ir0.12Mg0.88,conventional_AlB2,18.0,15.5,13.86,1.0,0.06451612903225806,H_below_validated_reduced_field,4.670337318401543,4.200805539773729,5.168042028829679
B2Li0.05Mg0.95,conventional_AlB2,38.25,15.5,4.2,0.1,0.0064516129032258064,H_below_validated_reduced_field,5.324105348641889,5.1863788403346,5.559330705252185
B2Li0.05Mg0.95,conventional_AlB2,38.25,15.5,4.2,1.0,0.06451612903225806,H_below_validated_reduced_field,5.269431390263902,5.106267801025989,5.506751427124972
B2Li0.05Mg0.95,conventional_AlB2,38.25,15.5,20.0,0.1,0.0064516129032258064,H_below_validated_reduced_field,5.029353745421448,4.766068152309717,5.343446095194185
B2Li0.05Mg0.95,conventional_AlB2,38.25,15.5,20.0,1.0,0.06451612903225806,H_below_validated_reduced_field,4.968245735556029,4.69725848057245,5.292284049963072
B2Li0.05Mg0.95,conventional_AlB2,38.25,15.5,29.4525,0.1,0.0064516129032258064,H_below_validated_reduced_field,4.646149291031468,4.124286257057216,5.176598419570658
B2Li0.05Mg0.95,conventional_AlB2,38.25,15.5,29.4525,1.0,0.06451612903225806,H_below_validated_reduced_field,4.590287205710743,4.040520556612929,5.130842727011343
B2Li0.07Mg0.93,conventional_AlB2,37.8,15.5,4.2,0.1,0.0064516129032258064,H_below_validated_reduced_field,5.324105348641889,5.171003190830169,5.549941092791016
B2Li0.07Mg0.93,conventional_AlB2,37.8,15.5,4.2,1.0,0.06451612903225806,H_below_validated_reduced_field,5.266214364520186,5.103264623835246,5.5019971542755925
B2Li0.07Mg0.93,conventional_AlB2,37.8,15.5,20.0,0.1,0.0064516129032258064,H_below_validated_reduced_field,5.023035316548285,4.762840523027759,5.331057998991564
B2Li0.07Mg0.93,conventional_AlB2,37.8,15.5,20.0,1.0,0.06451612903225806,H_below_validated_reduced_field,4.961366417028046,4.692796893689033,5.284615147709259
B2Li0.07Mg0.93,conventional_AlB2,37.8,15.5,29.106,0.1,0.0064516129032258064,H_below_validated_reduced_field,4.646876588251839,4.255294194749188,5.1779044070445455
B2Li0.07Mg0.93,conventional_AlB2,37.8,15.5,29.106,1.0,0.06451612903225806,H_below_validated_reduced_field,4.591014502931114,4.182245669173655,5.131973459752047
B2Li0.08Mg0.92,conventional_AlB2,38.0,15.5,4.2,0.1,0.0064516129032258064,H_below_validated_reduced_field,5.324105348641889,5.171003190830169,5.559330705252185
B2Li0.08Mg0.92,conventional_AlB2,38.0,15.5,4.2,1.0,0.06451612903225806,H_below_validated_reduced_field,5.269331709916639,5.1026131398903125,5.504360479776018
B2Li0.08Mg0.92,conventional_AlB2,38.0,15.5,20.0,0.1,0.0064516129032258064,H_below_validated_reduced_field,5.026466908536555,4.7577112975261695,5.332404840631137
B2Li0.08Mg0.92,conventional_AlB2,38.0,15.5,20.0,1.0,0.06451612903225806,H_below_validated_reduced_field,4.965763721291168,4.684852229868467,5.286452633975252
B2Li0.08Mg0.92,conventional_AlB2,38.0,15.5,29.26,0.1,0.0064516129032258064,H_below_validated_reduced_field,4.648864170541291,4.1251025035218,5.167387102255598
B2Li0.08Mg0.92,conventional_AlB2,38.0,15.5,29.26,1.0,0.06451612903225806,H_below_validated_reduced_field,4.589883641872508,4.051519586605719,5.119444896728162
B2Li0.11Mg0.89,conventional_AlB2,35.3,15.5,4.2,0.1,0.0064516129032258064,H_below_validated_reduced_field,5.324105348641889,5.171003190830169,5.559330705252185
B2Li0.11Mg0.89,conventional_AlB2,35.3,15.5,4.2,1.0,0.06451612903225806,H_below_validated_reduced_field,5.271544406272218,5.102014001796972,5.509421589597411
B2Li0.11Mg0.89,conventional_AlB2,35.3,15.5,20.0,0.1,0.0064516129032258064,H_below_validated_reduced_field,4.987518497792547,4.698568500605272,5.321415079096131
B2Li0.11Mg0.89,conventional_AlB2,35.3,15.5,20.0,1.0,0.06451612903225806,H_below_validated_reduced_field,4.929738634162129,4.621995637171254,5.274543257721901
B2Li0.11Mg0.89,conventional_AlB2,35.3,15.5,27.181,0.1,0.0064516129032258064,H_below_validated_reduced_field,4.659419766175089,4.21027677509703,5.190060186387998
B2Li0.11Mg0.89,conventional_AlB2,35.3,15.5,27.181,1.0,0.06451612903225806,H_below_validated_reduced_field,4.603808918447562,4.134583059584576,5.142298915320299
B2Li0.15Mg0.85,conventional_AlB2,36.6,15.5,4.2,0.1,0.0064516129032258064,H_below_validated_reduced_field,5.324105348641889,5.171003190830169,5.549941092791016
B2Li0.15Mg0.85,conventional_AlB2,36.6,15.5,4.2,1.0,0.06451612903225806,H_below_validated_reduced_field,5.270343882357867,5.102884623932617,5.50435276339558
B2Li0.15Mg0.85,conventional_AlB2,36.6,15.5,20.0,0.1,0.0064516129032258064,H_below_validated_reduced_field,5.007612115383634,4.738568302313068,5.321137525278658
B2Li0.15Mg0.85,conventional_AlB2,36.6,15.5,20.0,1.0,0.06451612903225806,H_below_validated_reduced_field,4.946504105518216,4.659565753785168,5.272406008157766
B2Li0.15Mg0.85,conventional_AlB2,36.6,15.5,28.182,0.1,0.0064516129032258064,H_below_validated_reduced_field,4.64890914005883,4.242009264685024,5.168433479721436
B2Li0.15Mg0.85,conventional_AlB2,36.6,15.5,28.182,1.0,0.06451612903225806,H_below_validated_reduced_field,4.593752352537262,4.156259832420838,5.119475404034378
B2Li0.1Mg0.9,conventional_AlB2,36.91666667,15.5,4.2,0.1,0.0064516129032258064,H_below_validated_reduced_field,5.324105348641889,5.171003190830169,5.559330705252185
B2Li0.1Mg0.9,conventional_AlB2,36.91666667,15.5,4.2,1.0,0.06451612903225806,H_below_validated_reduced_field,5.271544406272218,5.101743882495833,5.511148037005241
B2Li0.1Mg0.9,conventional_AlB2,36.91666667,15.5,20.0,0.1,0.0064516129032258064,H_below_validated_reduced_field,5.012150793981983,4.729437237469203,5.325676203877007
B2Li0.1Mg0.9,conventional_AlB2,36.91666667,15.5,20.0,1.0,0.06451612903225806,H_below_validated_reduced_field,4.95210396932953,4.659063235932792,5.278358524699554
B2Li0.1Mg0.9,conventional_AlB2,36.91666667,15.5,28.4258333359,0.1,0.0064516129032258064,H_below_validated_reduced_field,4.656501359478493,4.128775509989133,5.167554386457521
B2Li0.1Mg0.9,conventional_AlB2,36.91666667,15.5,28.4258333359,1.0,0.06451612903225806,H_below_validated_reduced_field,4.597646643849451,4.057995905673489,5.114975759807875
B2Li0.2Mg0.8,conventional_AlB2,34.0,15.5,4.2,0.1,0.0064516129032258064,H_below_validated_reduced_field,5.324105348641889,5.171003190830169,5.549941092791016
B2Li0.2Mg0.8,conventional_AlB2,34.0,15.5,4.2,1.0,0.06451612903225806,H_below_validated_reduced_field,5.270343882357867,5.102014001796972,5.5019971542755925
B2Li0.2Mg0.8,conventional_AlB2,34.0,15.5,20.0,0.1,0.0064516129032258064,H_below_validated_reduced_field,4.9616016894548665,4.668326136437886,5.307953833848696
B2Li0.2Mg0.8,conventional_AlB2,34.0,15.5,20.0,1.0,0.06451612903225806,H_below_validated_reduced_field,4.901640800286552,4.593102957181697,5.2584266480406745
B2Li0.2Mg0.8,conventional_AlB2,34.0,15.5,26.18,0.1,0.0064516129032258064,H_below_validated_reduced_field,4.651457635106339,4.139909401041315,5.180011029438137
B2Li0.2Mg0.8,conventional_AlB2,34.0,15.5,26.18,1.0,0.06451612903225806,H_below_validated_reduced_field,4.594929904433521,4.072494343377716,5.132185535159296
B2Mg0.1Nb0.9,conventional_AlB2,4.5,15.5,4.2,0.1,0.0064516129032258064,H_below_validated_reduced_field,5.324105348641889,5.171003190830169,5.559330705252185
B2Mg0.1Nb0.9,conventional_AlB2,4.5,15.5,4.2,1.0,0.06451612903225806,H_below_validated_reduced_field,5.270681871998757,5.104036057933822,5.5094156914624905
B2Mg0.1Nb0.9,conventional_AlB2,4.5,15.5,3.465,0.1,0.0064516129032258064,H_below_validated_reduced_field,6.000356867596901,5.504766405404356,6.459035010333848
B2Mg0.1Nb0.9,conventional_AlB2,4.5,15.5,3.465,1.0,0.06451612903225806,H_below_validated_reduced_field,5.94262872682644,5.431361792018805,6.415649366084826
