compound_formula,substructure,Tc_anchor_K,Hc2_T_anchor,T_K,H_T,withheld_reduced_field,refusal_flag,withheld_log_Jc,withheld_log_Jc_lower_95,withheld_log_Jc_upper_95
B2Mg0.9Zn0.1,conventional_AlB2,38.4,15.5,4.2,0.1,0.0064516129032258064,H_below_validated_reduced_field,5.324105348641889,5.1863788403346,5.559330705252185
B2Mg0.9Zn0.1,conventional_AlB2,38.4,15.5,4.2,1.0,0.06451612903225806,H_below_validated_reduced_field,5.2695011907785725,5.106267801025989,5.509655623407958
B2Mg0.9Zn0.1,conventional_AlB2,38.4,15.5,20.0,0.1,0.0064516129032258064,H_below_validated_reduced_field,5.031056870802062,4.767980934117012,5.344443236030355
B2Mg0.9Zn0.1,conventional_AlB2,38.4,15.5,20.0,1.0,0.06451612903225806,H_below_validated_reduced_field,4.972466699564992,4.699208481853686,5.298237227792551
B2Mg0.9Zn0.1,conventional_AlB2,38.4,15.5,29.568,0.1,0.0064516129032258064,H_below_validated_reduced_field,4.654053124197947,4.188698019262651,5.187678759222101
B2Mg0.9Zn0.1,conventional_AlB2,38.4,15.5,29.568,1.0,0.06451612903225806,H_below_validated_reduced_field,4.59937916581996,4.121033013290519,5.141749415510507
B2Mg0.9Zr0.1,conventional_AlB2,37.3,15.5,4.2,0.1,0.0064516129032258064,H_below_validated_reduced_field,5.324105348641889,5.1863788403346,5.549941092791016
B2Mg0.9Zr0.1,conventional_AlB2,37.3,15.5,4.2,1.0,0.06451612903225806,H_below_validated_reduced_field,5.266214364520186,5.109270978216732,5.503925174940459
B2Mg0.9Zr0.1,conventional_AlB2,37.3,15.5,20.0,0.1,0.0064516129032258064,H_below_validated_reduced_field,5.013625932333636,4.749731005457174,5.327672683357865
B2Mg0.9Zr0.1,conventional_AlB2,37.3,15.5,20.0,1.0,0.06451612903225806,H_below_validated_reduced_field,4.955106692955224,4.673148153663429,5.283972279294511
B2Mg0.9Zr0.1,conventional_AlB2,37.3,15.5,28.721,0.1,0.0064516129032258064,H_below_validated_reduced_field,4.647706582860913,4.189904564478796,5.182223141580709
B2Mg0.9Zr0.1,conventional_AlB2,37.3,15.5,28.721,1.0,0.06451612903225806,H_below_validated_reduced_field,4.5908707738946255,4.113965491436085,5.129409404876574
BaFe2As2,iron_pnictide_122,22.0,60.0,4.2,0.1,0.0016666666666666668,H_below_validated_reduced_field,5.746354490991693,5.614582757298319,5.804297695181981
BaFe2As2,iron_pnictide_122,22.0,60.0,4.2,1.0,0.016666666666666666,H_below_validated_reduced_field,5.742257251196559,5.612096662214875,5.800419463181196
BaFe2As2,iron_pnictide_122,22.0,60.0,4.2,5.0,0.08333333333333333,H_below_validated_reduced_field,5.718926912196215,5.597475736544347,5.782814098211561
BaFe2As2,iron_pnictide_122,22.0,60.0,20.0,0.1,0.0016666666666666668,H_below_validated_reduced_field,4.4178697216188905,4.245508257279101,4.587454620520818
BaFe2As2,iron_pnictide_122,22.0,60.0,20.0,1.0,0.016666666666666666,H_below_validated_reduced_field,4.413867568521815,4.240800010870009,4.583691630341536
BaFe2As2,iron_pnictide_122,22.0,60.0,20.0,5.0,0.08333333333333333,H_below_validated_reduced_field,4.394805374654162,4.2199711556429005,4.564888025054925
BaFe2As2,iron_pnictide_122,22.0,60.0,16.94,0.1,0.0016666666666666668,H_below_validated_reduced_field,4.979259865716783,4.844955262534967,5.089334972677282
BaFe2As2,iron_pnictide_122,22.0,60.0,16.94,1.0,0.016666666666666666,H_below_validated_reduced_field,4.974638690890259,4.8404695696631626,5.085067560458758
BaFe2As2,iron_pnictide_122,22.0,60.0,16.94,5.0,0.08333333333333333,H_below_validated_reduced_field,4.955919266618862,4.819059038833984,5.067914418261165
FeSe,iron_chalcogenide_11,9.0,16.0,4.2,0.1,0.00625,H_below_validated_reduced_field,5.996159972950191,5.877146982269887,6.121613313756543
FeSe,iron_chalcogenide_11,9.0,16.0,4.2,1.0,0.0625,H_below_validated_reduced_field,5.96084211542598,5.843659858350076,6.086148671156769
FeSe,iron_chalcogenide_11,9.0,16.0,4.2,5.0,0.3125,family_field_axis_unvalidated,5.771923410007387,5.668065312167597,5.898304846472484
FeSe,iron_chalcogenide_11,9.0,16.0,6.93,0.1,0.00625,H_below_validated_reduced_field,5.822037067662191,5.73505903124165,5.962394729942399
FeSe,iron_chalcogenide_11,9.0,16.0,6.93,1.0,0.0625,H_below_validated_reduced_field,5.788549940506594,5.699594388641875,5.927104807477568
FeSe,iron_chalcogenide_11,9.0,16.0,6.93,5.0,0.3125,family_field_axis_unvalidated,5.608619105306858,5.515054759888337,5.744943040115392
FeSe,iron_chalcogenide_11,9.0,16.0,4.2,0.1,0.00625,H_below_validated_reduced_field,5.996159972950191,5.877146982269887,6.121613313756543
FeSe,iron_chalcogenide_11,9.0,16.0,4.2,1.0,0.0625,H_below_validated_reduced_field,5.96084211542598,5.843659858350076,6.086148671156769
FeSe,iron_chalcogenide_11,9.0,16.0,4.2,5.0,0.3125,family_field_axis_unvalidated,5.771923410007387,5.665413914623919,5.898304846472484
FeSe,iron_chalcogenide_11,9.0,16.0,6.93,0.1,0.00625,H_below_validated_reduced_field,5.822037067662191,5.73035668141088,5.962417111649804
FeSe,iron_chalcogenide_11,9.0,16.0,6.93,1.0,0.0625,H_below_validated_reduced_field,5.788083087684035,5.696867395439671,5.928915693410141
FeSe,iron_chalcogenide_11,9.0,16.0,6.93,5.0,0.3125,family_field_axis_unvalidated,5.608489448814804,5.514313935160829,5.744461374984782
FeSe,iron_chalcogenide_11,9.0,16.0,4.2,0.1,0.00625,H_below_validated_reduced_field,5.996159972950191,5.877146982269887,6.121613313756543
FeSe,iron_chalcogenide_11,9.0,16.0,4.2,1.0,0.0625,H_below_validated_reduced_field,5.96084211542598,5.844079196146921,6.086148671156769
FeSe,iron_chalcogenide_11,9.0,16.0,4.2,5.0,0.3125,family_field_axis_unvalidated,5.771923410007387,5.668065312167597,5.898304846472484
FeSe,iron_chalcogenide_11,9.0,16.0,6.93,0.1,0.00625,H_below_validated_reduced_field,5.821675129213769,5.7343619403935895,5.962394729942399
FeSe,iron_chalcogenide_11,9.0,16.0,6.93,1.0,0.0625,H_below_validated_reduced_field,5.7870403915920825,5.698760720229863,5.928341916732055
FeSe,iron_chalcogenide_11,9.0,16.0,6.93,5.0,0.3125,family_field_axis_unvalidated,5.608030966576889,5.514313937464814,5.742417661459039
FeSe,iron_chalcogenide_11,9.0,16.0,4.2,0.1,0.00625,H_below_validated_reduced_field,5.996159972950191,5.877146982269887,6.121613313756543
FeSe,iron_chalcogenide_11,9.0,16.0,4.2,1.0,0.0625,H_below_validated_reduced_field,5.96084211542598,5.84365985511429,6.086148671156769
FeSe,iron_chalcogenide_11,9.0,16.0,4.2,5.0,0.3125,family_field_axis_unvalidated,5.771923410007387,5.665413894164623,5.898304846472484
FeSe,iron_chalcogenide_11,9.0,16.0,6.93,0.1,0.00625,H_below_validated_reduced_field,5.822037067662191,5.726047025629154,5.964734368334893
FeSe,iron_chalcogenide_11,9.0,16.0,6.93,1.0,0.0625,H_below_validated_reduced_field,5.787616232498413,5.692559901650267,5.929593713153527
FeSe,iron_chalcogenide_11,9.0,16.0,6.93,5.0,0.3125,family_field_axis_unvalidated,5.608181806902901,5.512479819476214,5.744473416613047
CaFe2As2,iron_pnictide_122,12.0,50.0,4.2,0.1,0.002,H_below_validated_reduced_field,5.746354490991693,5.635326719245767,5.804297695181981
CaFe2As2,iron_pnictide_122,12.0,50.0,4.2,1.0,0.02,H_below_validated_reduced_field,5.741095917472194,5.630658902435359,5.799639300056551
CaFe2As2,iron_pnictide_122,12.0,50.0,4.2,5.0,0.1,H_below_validated_reduced_field,5.71371497840829,5.6008042218933145,5.77993016881091
CaFe2As2,iron_pnictide_122,12.0,50.0,9.24,0.1,0.002,H_below_validated_reduced_field,5.111567647025355,4.988775499917946,5.207794323889964
CaFe2As2,iron_pnictide_122,12.0,50.0,9.24,1.0,0.02,H_below_validated_reduced_field,5.106628175978266,4.9845190828483545,5.202921215021048
CaFe2As2,iron_pnictide_122,12.0,50.0,9.24,5.0,0.1,H_below_validated_reduced_field,5.08417078185312,4.961662616418955,5.183123213147802
CaFe2As2,iron_pnictide_122,12.0,50.0,4.2,0.1,0.002,H_below_validated_reduced_field,5.746354490991693,5.617814366126141,5.813389291270404
CaFe2As2,iron_pnictide_122,12.0,50.0,4.2,1.0,0.02,H_below_validated_reduced_field,5.741686674181285,5.614637971782489,5.807152814142032
CaFe2As2,iron_pnictide_122,12.0,50.0,4.2,5.0,0.1,H_below_validated_reduced_field,5.714390547645239,5.598087418893487,5.783587415253628
CaFe2As2,iron_pnictide_122,12.0,50.0,9.24,0.1,0.002,H_below_validated_reduced_field,5.112443387538563,4.984986086431044,5.209323769363643
CaFe2As2,iron_pnictide_122,12.0,50.0,9.24,1.0,0.02,H_below_validated_reduced_field,5.107348255124462,4.980941732785698,5.205332807127129
CaFe2As2,iron_pnictide_122,12.0,50.0,9.24,5.0,0.1,H_below_validated_reduced_field,5.084555910097139,4.955396963051572,5.185772175047957
FeTeSe,iron_chalcogenide_11,14.0,47.0,4.2,0.1,0.002127659574468085,H_below_validated_reduced_field,5.996159972950191,5.877146982269887,6.121613313756543
FeTeSe,iron_chalcogenide_11,14.0,47.0,4.2,1.0,0.02127659574468085,H_below_validated_reduced_field,5.98441565369311,5.8660114395193625,6.109820183758652
FeTeSe,iron_chalcogenide_11,14.0,47.0,4.2,5.0,0.10638297872340426,H_below_validated_reduced_field,5.9289980072454815,5.813729980977796,6.054451348051834
FeTeSe,iron_chalcogenide_11,14.0,47.0,10.78,0.1,0.002127659574468085,H_below_validated_reduced_field,5.7731834589893865,5.6771934145932885,5.9130339498401785
FeTeSe,iron_chalcogenide_11,14.0,47.0,10.78,1.0,0.02127659574468085,H_below_validated_reduced_field,5.761160701350113,5.665170375629176,5.90170827539079
FeTeSe,iron_chalcogenide_11,14.0,47.0,10.78,5.0,0.10638297872340426,H_below_validated_reduced_field,5.707058998856851,5.6103094295586,5.848534147066148
FeTeSe,iron_chalcogenide_11,14.0,47.0,4.2,0.1,0.002127659574468085,H_below_validated_reduced_field,5.996159972950191,5.877146982269887,6.121613313756543
FeTeSe,iron_chalcogenide_11,14.0,47.0,4.2,1.0,0.02127659574468085,H_below_validated_reduced_field,5.98441565369311,5.865821307820499,6.109868994499462
FeTeSe,iron_chalcogenide_11,14.0,47.0,4.2,5.0,0.10638297872340426,H_below_validated_reduced_field,5.9289980072454815,5.8126471794958565,6.05472932559477
FeTeSe,iron_chalcogenide_11,14.0,47.0,10.78,0.1,0.002127659574468085,H_below_validated_reduced_field,5.77078108195762,5.677193417720374,5.914037265630857
FeTeSe,iron_chalcogenide_11,14.0,47.0,10.78,1.0,0.02127659574468085,H_below_validated_reduced_field,5.759645539207095,5.666057872891866,5.90226057531415
FeTeSe,iron_chalcogenide_11,14.0,47.0,10.78,5.0,0.10638297872340426,H_below_validated_reduced_field,5.706281279183589,5.613776416350105,5.850620264491962
FeTeSe,iron_chalcogenide_11,14.0,47.0,4.2,0.1,0.002127659574468085,H_below_validated_reduced_field,5.996159972950191,5.877146982269887,6.121613313756543
FeTeSe,iron_chalcogenide_11,14.0,47.0,4.2,1.0,0.02127659574468085,H_below_validated_reduced_field,5.98441565369311,5.869450827392593,6.109868994499462
FeTeSe,iron_chalcogenide_11,14.0,47.0,4.2,5.0,0.10638297872340426,H_below_validated_reduced_field,5.9289980072454815,5.833317321270696,6.05472932559477
FeTeSe,iron_chalcogenide_11,14.0,47.0,10.78,0.1,0.002127659574468085,H_below_validated_reduced_field,5.7731834589893865,5.688966165141145,5.9130339498401785
FeTeSe,iron_chalcogenide_11,14.0,47.0,10.78,1.0,0.02127659574468085,H_below_validated_reduced_field,5.761857784539998,5.67653274743458,5.901242040110807
FeTeSe,iron_chalcogenide_11,14.0,47.0,10.78,5.0,0.10638297872340426,H_below_validated_reduced_field,5.708683656215356,5.619912080589279,5.848219668947189
FeTeSe,iron_chalcogenide_11,14.0,47.0,4.2,0.1,0.002127659574468085,H_below_validated_reduced_field,5.996159972950191,5.877146982269887,6.121613313756543
FeTeSe,iron_chalcogenide_11,14.0,47.0,4.2,1.0,0.02127659574468085,H_below_validated_reduced_field,5.98441565369311,5.866011440595365,6.109868994499462
FeTeSe,iron_chalcogenide_11,14.0,47.0,4.2,5.0,0.10638297872340426,H_below_validated_reduced_field,5.929148868030789,5.813729987105639,6.05472932559477
FeTeSe,iron_chalcogenide_11,14.0,47.0,10.78,0.1,0.002127659574468085,H_below_validated_reduced_field,5.7731834589893865,5.679795536286652,5.9130339498401785
FeTeSe,iron_chalcogenide_11,14.0,47.0,10.78,1.0,0.02127659574468085,H_below_validated_reduced_field,5.761857784539998,5.668469861837264,5.902040601759171
FeTeSe,iron_chalcogenide_11,14.0,47.0,10.78,5.0,0.10638297872340426,H_below_validated_reduced_field,5.708683656215356,5.6151970781066005,5.850411085073583
FeTeSe,iron_chalcogenide_11,14.0,47.0,4.2,0.1,0.002127659574468085,H_below_validated_reduced_field,5.996159972950191,5.877146982269887,6.121613313756543
FeTeSe,iron_chalcogenide_11,14.0,47.0,4.2,1.0,0.02127659574468085,H_below_validated_reduced_field,5.98441565369311,5.866011440595365,6.109590552990185
FeTeSe,iron_chalcogenide_11,14.0,47.0,4.2,5.0,0.10638297872340426,H_below_validated_reduced_field,5.9289980072454815,5.813729987105639,6.053143599065836
FeTeSe,iron_chalcogenide_11,14.0,47.0,10.78,0.1,0.002127659574468085,H_below_validated_reduced_field,5.771976623011991,5.677307356309318,5.910916209111701
FeTeSe,iron_chalcogenide_11,14.0,47.0,10.78,1.0,0.02127659574468085,H_below_validated_reduced_field,5.760713188505706,5.666316683334314,5.899182355974811
FeTeSe,iron_chalcogenide_11,14.0,47.0,10.78,5.0,0.10638297872340426,H_below_validated_reduced_field,5.706299473954698,5.614570552875601,5.844032220949927
FeTeSe,iron_chalcogenide_11,14.0,47.0,4.2,0.1,0.002127659574468085,H_below_validated_reduced_field,5.996159972950191,5.877146982269887,6.121613313756543
FeTeSe,iron_chalcogenide_11,14.0,47.0,4.2,1.0,0.02127659574468085,H_below_validated_reduced_field,5.9843668429523,5.866258147106364,6.109820183758652
FeTeSe,iron_chalcogenide_11,14.0,47.0,4.2,5.0,0.10638297872340426,H_below_validated_reduced_field,5.9289980072454815,5.815134982576201,6.054451348051834
FeTeSe,iron_chalcogenide_11,14.0,47.0,10.78,0.1,0.002127659574468085,H_below_validated_reduced_field,5.77078108195762,5.682967935067038,5.903629704162079
FeTeSe,iron_chalcogenide_11,14.0,47.0,10.78,1.0,0.02127659574468085,H_below_validated_reduced_field,5.760722877240513,5.670973591201107,5.8924941614115545
FeTeSe,iron_chalcogenide_11,14.0,47.0,10.78,5.0,0.10638297872340426,H_below_validated_reduced_field,5.706299470827613,5.616371939417385,5.840224386104198
FeTeSe,iron_chalcogenide_11,14.0,47.0,4.2,0.1,0.002127659574468085,H_below_validated_reduced_field,5.996159972950191,5.877146982269887,6.121613313756543
FeTeSe,iron_chalcogenide_11,14.0,47.0,4.2,1.0,0.02127659574468085,H_below_validated_reduced_field,5.98441565369311,5.866260897446297,6.109868994499462
FeTeSe,iron_chalcogenide_11,14.0,47.0,4.2,5.0,0.10638297872340426,H_below_validated_reduced_field,5.929148868030789,5.821684389276107,6.05472932559477
FeTeSe,iron_chalcogenide_11,14.0,47.0,10.78,0.1,0.002127659574468085,H_below_validated_reduced_field,5.7731834589893865,5.679795536286652,5.919257369048178
FeTeSe,iron_chalcogenide_11,14.0,47.0,10.78,1.0,0.02127659574468085,H_below_validated_reduced_field,5.761857784539998,5.668643553854943,5.90723460828182
FeTeSe,iron_chalcogenide_11,14.0,47.0,10.78,5.0,0.10638297872340426,H_below_validated_reduced_field,5.708683656215356,5.616114472919723,5.85106405810324
FeTeSe,iron_chalcogenide_11,14.0,47.0,4.2,0.1,0.002127659574468085,H_below_validated_reduced_field,5.996159972950191,5.877146982269887,6.121613313756543
FeTeSe,iron_chalcogenide_11,14.0,47.0,4.2,1.0,0.02127659574468085,H_below_validated_reduced_field,5.98441565369311,5.8660114395193625,6.109590552990185
FeTeSe,iron_chalcogenide_11,14.0,47.0,4.2,5.0,0.10638297872340426,H_below_validated_reduced_field,5.929148868030789,5.813729980977796,6.053143599065836
FeTeSe,iron_chalcogenide_11,14.0,47.0,10.78,0.1,0.002127659574468085,H_below_validated_reduced_field,5.7731834589893865,5.677193417720374,5.910916209111701
FeTeSe,iron_chalcogenide_11,14.0,47.0,10.78,1.0,0.02127659574468085,H_below_validated_reduced_field,5.76143914285939,5.665984603362211,5.899595287954784
FeTeSe,iron_chalcogenide_11,14.0,47.0,10.78,5.0,0.10638297872340426,H_below_validated_reduced_field,5.708158217191024,5.612810475037568,5.846436642448504
"Ba(Fe,Ru)2As2",iron_pnictide_122,20.0,60.0,4.2,0.1,0.0016666666666666668,H_below_validated_reduced_field,5.746354490991693,5.617854385081122,5.804297695181981
"Ba(Fe,Ru)2As2",iron_pnictide_122,20.0,60.0,4.2,1.0,0.016666666666666666,H_below_validated_reduced_field,5.74132809830613,5.614975748734171,5.7995360998333085
"Ba(Fe,Ru)2As2",iron_pnictide_122,20.0,60.0,4.2,5.0,0.08333333333333333,H_below_validated_reduced_field,5.717323659251041,5.598721892753458,5.784933296204595
"Ba(Fe,Ru)2As2",iron_pnictide_122,20.0,60.0,15.4,0.1,0.0016666666666666668,H_below_validated_reduced_field,4.99178634006088,4.861066239700036,5.10340436691294
"Ba(Fe,Ru)2As2",iron_pnictide_122,20.0,60.0,15.4,1.0,0.016666666666666666,H_below_validated_reduced_field,4.986967553355539,4.856373912753015,5.099686932416909
"Ba(Fe,Ru)2As2",iron_pnictide_122,20.0,60.0,15.4,5.0,0.08333333333333333,H_below_validated_reduced_field,4.968670183673427,4.837038979019681,5.081712674938763
CaFe2As2,iron_pnictide_122,12.0,50.0,4.2,0.1,0.002,H_below_validated_reduced_field,5.746354490991693,5.616253626881896,5.813389291270404
CaFe2As2,iron_pnictide_122,12.0,50.0,4.2,1.0,0.02,H_below_validated_reduced_field,5.741095917472194,5.612866490585002,5.802075578422268
CaFe2As2,iron_pnictide_122,12.0,50.0,4.2,5.0,0.1,H_below_validated_reduced_field,5.713718020982862,5.595531429213836,5.783528120845082
CaFe2As2,iron_pnictide_122,12.0,50.0,9.24,0.1,0.002,H_below_validated_reduced_field,5.110722797515278,4.983030672761651,5.2087127473348165
CaFe2As2,iron_pnictide_122,12.0,50.0,9.24,1.0,0.02,H_below_validated_reduced_field,5.1059979408626575,4.978831325771489,5.20384726457398
CaFe2As2,iron_pnictide_122,12.0,50.0,9.24,5.0,0.1,H_below_validated_reduced_field,5.082834315900586,4.952105590605969,5.184898938385634
FeSeTe,iron_chalcogenide_11,14.0,47.0,4.2,0.1,0.002127659574468085,H_below_validated_reduced_field,5.996159972950191,5.877146982269887,6.121613313756543
FeSeTe,iron_chalcogenide_11,14.0,47.0,4.2,1.0,0.02127659574468085,H_below_validated_reduced_field,5.98441565369311,5.866011440595365,6.109868994499462
FeSeTe,iron_chalcogenide_11,14.0,47.0,4.2,5.0,0.10638297872340426,H_below_validated_reduced_field,5.929148868030789,5.813729987105639,6.05472932559477
FeSeTe,iron_chalcogenide_11,14.0,47.0,10.78,0.1,0.002127659574468085,H_below_validated_reduced_field,5.7731834589893865,5.679759135587094,5.914037265630857
FeSeTe,iron_chalcogenide_11,14.0,47.0,10.78,1.0,0.02127659574468085,H_below_validated_reduced_field,5.761648463699695,5.667632544771887,5.902905210037674
FeSeTe,iron_chalcogenide_11,14.0,47.0,10.78,5.0,0.10638297872340426,H_below_validated_reduced_field,5.708683656215356,5.614886482902789,5.850620264491962
FeSeTe,iron_chalcogenide_11,14.0,47.0,4.2,0.1,0.002127659574468085,H_below_validated_reduced_field,5.996159972950191,5.877146982269887,6.121613313756543
FeSeTe,iron_chalcogenide_11,14.0,47.0,4.2,1.0,0.02127659574468085,H_below_validated_reduced_field,5.98441565369311,5.866150883848946,6.109820183758652
FeSeTe,iron_chalcogenide_11,14.0,47.0,4.2,5.0,0.10638297872340426,H_below_validated_reduced_field,5.929148868030789,5.814524117503292,6.054451348051834
FeSeTe,iron_chalcogenide_11,14.0,47.0,10.78,0.1,0.002127659574468085,H_below_validated_reduced_field,5.7731834589893865,5.679795536286652,5.910916209111701
FeSeTe,iron_chalcogenide_11,14.0,47.0,10.78,1.0,0.02127659574468085,H_below_validated_reduced_field,5.761160698223028,5.668659993536127,5.899123079113809
FeSeTe,iron_chalcogenide_11,14.0,47.0,10.78,5.0,0.10638297872340426,H_below_validated_reduced_field,5.707040489372904,5.614570552875601,5.843754243406991
FeSeTe,iron_chalcogenide_11,14.0,47.0,4.2,0.1,0.002127659574468085,H_below_validated_reduced_field,5.996159972950191,5.877146982269887,6.121613313756543
FeSeTe,iron_chalcogenide_11,14.0,47.0,4.2,1.0,0.02127659574468085,H_below_validated_reduced_field,5.98441565369311,5.866011440595365,6.109820183758652
FeSeTe,iron_chalcogenide_11,14.0,47.0,4.2,5.0,0.10638297872340426,H_below_validated_reduced_field,5.929148868030789,5.813729987105639,6.054451348051834
FeSeTe,iron_chalcogenide_11,14.0,47.0,10.78,0.1,0.002127659574468085,H_below_validated_reduced_field,5.7731834589893865,5.6771934145932885,5.910916209111701
FeSeTe,iron_chalcogenide_11,14.0,47.0,10.78,1.0,0.02127659574468085,H_below_validated_reduced_field,5.761390328991495,5.665400287722482,5.899780667437178
FeSeTe,iron_chalcogenide_11,14.0,47.0,10.78,5.0,0.10638297872340426,H_below_validated_reduced_field,5.70736408372945,5.611325821595944,5.845575161770032
FeSeTe,iron_chalcogenide_11,14.0,47.0,4.2,0.1,0.002127659574468085,H_below_validated_reduced_field,5.996159972950191,5.877146982269887,6.121613313756543
FeSeTe,iron_chalcogenide_11,14.0,47.0,4.2,1.0,0.02127659574468085,H_below_validated_reduced_field,5.984517703737607,5.866150883848946,6.109820183758652
FeSeTe,iron_chalcogenide_11,14.0,47.0,4.2,5.0,0.10638297872340426,H_below_validated_reduced_field,5.929148868030789,5.814524117503292,6.054451348051834
FeSeTe,iron_chalcogenide_11,14.0,47.0,10.78,0.1,0.002127659574468085,H_below_validated_reduced_field,5.7731834589893865,5.681777420503136,5.910916209111701
FeSeTe,iron_chalcogenide_11,14.0,47.0,10.78,1.0,0.02127659574468085,H_below_validated_reduced_field,5.761857784539998,5.669978549736032,5.899780666388076
FeSeTe,iron_chalcogenide_11,14.0,47.0,10.78,5.0,0.10638297872340426,H_below_validated_reduced_field,5.708784745470932,5.616371939417385,5.847232678722599
FeSeTe,iron_chalcogenide_11,14.0,47.0,4.2,0.1,0.002127659574468085,H_below_validated_reduced_field,5.996159972950191,5.877146982269887,6.121613313756543
FeSeTe,iron_chalcogenide_11,14.0,47.0,4.2,1.0,0.02127659574468085,H_below_validated_reduced_field,5.98441565369311,5.8660114395193625,6.109820183758652
FeSeTe,iron_chalcogenide_11,14.0,47.0,4.2,5.0,0.10638297872340426,H_below_validated_reduced_field,5.9289980072454815,5.813729980977796,6.054451348051834
FeSeTe,iron_chalcogenide_11,14.0,47.0,10.78,0.1,0.002127659574468085,H_below_validated_reduced_field,5.77078108195762,5.677193417720374,5.9130339498401785
FeSeTe,iron_chalcogenide_11,14.0,47.0,10.78,1.0,0.02127659574468085,H_below_validated_reduced_field,5.759645540283097,5.666053119677572,5.901016929843032
FeSeTe,iron_chalcogenide_11,14.0,47.0,10.78,5.0,0.10638297872340426,H_below_validated_reduced_field,5.706281279183589,5.612693614946343,5.847517178172804
FeSeTe,iron_chalcogenide_11,14.0,47.0,4.2,0.1,0.002127659574468085,H_below_validated_reduced_field,5.996159972950191,5.877146982269887,6.121613313756543
FeSeTe,iron_chalcogenide_11,14.0,47.0,4.2,1.0,0.02127659574468085,H_below_validated_reduced_field,5.984517703737607,5.866150883848946,6.109820183758652
FeSeTe,iron_chalcogenide_11,14.0,47.0,4.2,5.0,0.10638297872340426,H_below_validated_reduced_field,5.929219623699489,5.814524117503292,6.054451348051834
FeSeTe,iron_chalcogenide_11,14.0,47.0,10.78,0.1,0.002127659574468085,H_below_validated_reduced_field,5.7731834589893865,5.679795536286652,5.9130339498401785
FeSeTe,iron_chalcogenide_11,14.0,47.0,10.78,1.0,0.02127659574468085,H_below_validated_reduced_field,5.761027059633015,5.668655240243655,5.901242040110807
FeSeTe,iron_chalcogenide_11,14.0,47.0,10.78,5.0,0.10638297872340426,H_below_validated_reduced_field,5.707364080665529,5.615295733512621,5.847517704478714
"Ba(Fe,Co)2As2",iron_pnictide_122,22.0,50.0,4.2,0.1,0.002,H_below_validated_reduced_field,5.746354490991693,5.635326719245767,5.802831805312083
"Ba(Fe,Co)2As2",iron_pnictide_122,22.0,50.0,4.2,1.0,0.02,H_below_validated_reduced_field,5.740505160763102,5.630121380059165,5.799118825436625
"Ba(Fe,Co)2As2",iron_pnictide_122,22.0,50.0,4.2,5.0,0.1,H_below_validated_reduced_field,5.712584056964654,5.597342925987049,5.780246732916556
"Ba(Fe,Co)2As2",iron_pnictide_122,22.0,50.0,20.0,0.1,0.002,H_below_validated_reduced_field,4.416841857933326,4.251351005406301,4.58901669368966
"Ba(Fe,Co)2As2",iron_pnictide_122,22.0,50.0,20.0,1.0,0.02,H_below_validated_reduced_field,4.412615536270917,4.245109049037124,4.58380059904689
"Ba(Fe,Co)2As2",iron_pnictide_122,22.0,50.0,20.0,5.0,0.1,H_below_validated_reduced_field,4.38990154803934,4.221035066857643,4.560695916509312
"Ba(Fe,Co)2As2",iron_pnictide_122,22.0,50.0,16.94,0.1,0.002,H_below_validated_reduced_field,4.978922660184664,4.852371277367772,5.090623674675606
"Ba(Fe,Co)2As2",iron_pnictide_122,22.0,50.0,16.94,1.0,0.02,H_below_validated_reduced_field,4.973615976488082,4.84686956147584,5.086136093032228
"Ba(Fe,Co)2As2",iron_pnictide_122,22.0,50.0,16.94,5.0,0.1,H_below_validated_reduced_field,4.950590208922565,4.822470387117422,5.06424286693637
"Ba(Fe,Co)2As2",iron_pnictide_122,22.0,50.0,4.2,0.1,0.002,H_below_validated_reduced_field,5.746354490991693,5.635326719245767,5.804297695181981
"Ba(Fe,Co)2As2",iron_pnictide_122,22.0,50.0,4.2,1.0,0.02,H_below_validated_reduced_field,5.741201440881547,5.630053376808541,5.798924510560862
"Ba(Fe,Co)2As2",iron_pnictide_122,22.0,50.0,4.2,5.0,0.1,H_below_validated_reduced_field,5.713174741018263,5.5993046070539965,5.7796601859305206
"Ba(Fe,Co)2As2",iron_pnictide_122,22.0,50.0,20.0,0.1,0.002,H_below_validated_reduced_field,4.416251150051661,4.2420408550824185,4.578740138468095
"Ba(Fe,Co)2As2",iron_pnictide_122,22.0,50.0,20.0,1.0,0.02,H_below_validated_reduced_field,4.411713909285986,4.2369637735867,4.573972704462764
"Ba(Fe,Co)2As2",iron_pnictide_122,22.0,50.0,20.0,5.0,0.1,H_below_validated_reduced_field,4.389921598656116,4.211581083227733,4.553612572359997
"Ba(Fe,Co)2As2",iron_pnictide_122,22.0,50.0,16.94,0.1,0.002,H_below_validated_reduced_field,4.978004361022294,4.8440879305673015,5.088029435895638
"Ba(Fe,Co)2As2",iron_pnictide_122,22.0,50.0,16.94,1.0,0.02,H_below_validated_reduced_field,4.972982001579533,4.838163240784319,5.08310878403028
"Ba(Fe,Co)2As2",iron_pnictide_122,22.0,50.0,16.94,5.0,0.1,H_below_validated_reduced_field,4.950700563657968,4.8139703380990415,5.062094276427239
"Ba(Fe,Co)2As2",iron_pnictide_122,22.0,50.0,4.2,0.1,0.002,H_below_validated_reduced_field,5.746354490991693,5.635326719245767,5.804297695181981
