cohort,arxiv_id,compound_formula,sample_form,sample_identifier,Tc_K_anchor,Hc2_T_used,Hc2_T_default,Hc2_source,n_pts,n_distinct,H_axis_range_normalized,fixed_axis,fixed_axis_value,beta,SE_beta,log_Jc_partial,SE_log_Jc_partial,rms,ok,physicality,paper_key,Tc_repaired,Hc2_repaired,withdrawn,repair,reproduced,range_repaired,beta_repaired,n_pts_repaired,lever_H,clears_field_clause,passing_repaired
B,elsevier_10.1016_j.physc.2013.04.060,MgB2_SiC_doped,wire,SiC_Doped_MgB2_10K,39.0,11.9,15.5,Tier_1_direct_match_at_10.0K_term_Birr,10,10,0.757140065328457,T,10.0,1.5623445821380608,0.0960880617978764,5.288565496827169,0.0514158119020786,0.0854143668160137,True,ok,elsevier_10.1016_j.physc.2013.04.060,39.0,16.9,,,True,0.533134128840748,3.916343697044255,10,0.40277250106820733,True,True
B,elsevier_10.1016_j.physc.2013.04.060,MgB2_TiC_doped,wire,TiC_Doped_MgB2_10K,39.0,11.9,15.5,Tier_1_direct_match_at_10.0K_term_Birr,8,8,0.5449621709148778,T,10.0,3.938175873961849,0.2767956253725114,5.689373527422514,0.1234274424591194,0.1426991608731628,True,ok,elsevier_10.1016_j.physc.2013.04.060,39.0,11.9,,,True,0.5449621709148778,3.938175879795814,8,0.6435799281596613,True,True
B,elsevier_10.1016_j.physc.2013.04.060,MgB2_ZrB2_doped,wire,ZrB2_Doped_MgB2_10K,39.0,11.9,15.5,Tier_1_direct_match_at_10.0K_term_Birr,11,11,0.8397777715737459,T,10.0,2.558076334123752,0.1700782272269349,5.309614205834884,0.0869280289592389,0.1635275098127915,True,ok,elsevier_10.1016_j.physc.2013.04.060,39.0,13.1,,,True,0.7628515634906547,3.583043457128703,11,0.7608958096932623,True,True
B,elsevier_10.1016_j.physc.2016.05.023,FeSe1-xSx,single_crystal,FeSe,9.0,30.0,30.0,Tier_3_literature_default,6,6,0.0433333333333333,T,2.0,14.677107918232323,0.3922368268120396,4.813642426883829,0.0049877517982489,0.0049487483871796,True,H_axis_applicability_bound,elsevier_10.1016_j.physc.2016.05.023,9.0,30.0,,,True,0.043333333333333335,14.677107918145607,6,0.01937140406774503,False,False
B,elsevier_10.1016_j.physc.2016.05.023,FeSe1-xSx,single_crystal,FeSe,9.0,30.0,30.0,Tier_3_literature_default,6,6,0.0433333333333333,T,3.0,16.61759515470278,0.6488113482711244,4.723456102615906,0.0082503975657212,0.0081858803377897,True,H_axis_applicability_bound,elsevier_10.1016_j.physc.2016.05.023,9.0,30.0,,,True,0.043333333333333335,16.617595400523722,6,0.01937140406774503,False,False
B,elsevier_10.1016_j.physc.2016.05.023,FeSe1-xSx,single_crystal,FeSe,9.0,30.0,30.0,Tier_3_literature_default,6,6,0.0433333333333333,T,5.0,16.030890200883423,1.7393596473952906,4.503897199591346,0.0221180009255069,0.0219450406278599,True,H_axis_applicability_bound,elsevier_10.1016_j.physc.2016.05.023,9.0,30.0,,,True,0.043333333333333335,16.03089068784389,6,0.01937140406774503,False,False
B,elsevier_10.1016_j.physc.2016.05.023,FeSe1-xSx,single_crystal,FeSe,9.0,30.0,30.0,Tier_3_literature_default,6,6,0.0433333333333333,T,6.0,15.224770729626464,0.830537383156467,4.370637526903923,0.0105612586874078,0.0104786735869242,True,H_axis_applicability_bound,elsevier_10.1016_j.physc.2016.05.023,9.0,30.0,,,True,0.043333333333333335,15.224770691281597,6,0.01937140406774503,False,False
B,elsevier_10.1016_j.physc.2016.05.023,FeSe1-xSx,single_crystal,FeSe,9.0,30.0,30.0,Tier_3_literature_default,6,6,0.0433333333333333,T,7.0,16.462838907362123,1.9922266558225916,4.28825832624078,0.0253335011785422,0.0251353984646425,True,H_axis_applicability_bound,elsevier_10.1016_j.physc.2016.05.023,9.0,30.0,,,True,0.043333333333333335,16.462838899738568,6,0.01937140406774503,False,False
B,elsevier_10.1016_j.physc.2016.05.023,FeSe1-xSx,single_crystal,FeSe0.86S0.14,9.0,30.0,30.0,Tier_3_literature_default,6,6,0.0433333333333333,T,2.0,9.814859145491932,0.6134534528839096,4.898663813001498,0.0078007806383417,0.0077397801672712,True,H_axis_applicability_bound,elsevier_10.1016_j.physc.2016.05.023,9.0,30.0,,,True,0.043333333333333335,9.814859593488618,6,0.01937140406774503,False,False
B,elsevier_10.1016_j.physc.2016.05.023,FeSe1-xSx,single_crystal,FeSe0.86S0.14,9.0,30.0,30.0,Tier_3_literature_default,6,6,0.0433333333333333,T,3.0,14.086712565635926,0.9943682934487652,4.774831681825336,0.0126445596391931,0.0125456830550015,True,H_axis_applicability_bound,elsevier_10.1016_j.physc.2016.05.023,9.0,30.0,,,True,0.043333333333333335,14.086712313947391,6,0.01937140406774503,False,False
B,elsevier_10.1016_j.physc.2016.05.023,FeSe1-xSx,single_crystal,FeSe0.86S0.14,9.0,30.0,30.0,Tier_3_literature_default,6,6,0.0433333333333333,T,5.0,13.950018058866451,1.1004545540706665,4.570974019741077,0.0139935717506306,0.0138841441638072,True,H_axis_applicability_bound,elsevier_10.1016_j.physc.2016.05.023,9.0,30.0,,,True,0.043333333333333335,13.950018213718895,6,0.01937140406774503,False,False
B,elsevier_10.1016_j.physc.2016.05.023,FeSe1-xSx,single_crystal,FeSe0.86S0.14,9.0,30.0,30.0,Tier_3_literature_default,6,6,0.0433333333333333,T,6.0,15.218838511494043,1.4366621191071094,4.4618318182502295,0.0182688450933012,0.0181259861192874,True,H_axis_applicability_bound,elsevier_10.1016_j.physc.2016.05.023,9.0,30.0,,,True,0.043333333333333335,15.218838235386476,6,0.01937140406774503,False,False
B,elsevier_10.1016_j.physc.2016.05.023,FeSe1-xSx,single_crystal,FeSe0.86S0.14,9.0,30.0,30.0,Tier_3_literature_default,6,6,0.0433333333333333,T,7.0,14.893754266756217,2.011613387638887,4.339162173533898,0.0255800267830012,0.0253800001467373,True,H_axis_applicability_bound,elsevier_10.1016_j.physc.2016.05.023,9.0,30.0,,,True,0.043333333333333335,14.893753829843629,6,0.01937140406774503,False,False
B,iop_10.1088_0953-2048_29_3_035013,FeSe0.5Te0.5,thin_film,FTS_10K,14.0,47.0,47.0,Tier_3_literature_default,14,14,0.1914346820202914,T,10.0,2.764982749288409,0.121066765071067,6.070744124420224,0.0054910773366468,0.013025766840219,True,H_axis_applicability_bound,iop_10.1088_0953-2048_29_3_035013,14.0,47.0,,,True,0.19143468202029149,2.764982746420655,14,0.09231836931397916,False,False
B,iop_10.1088_0953-2048_29_3_035013,FeSe0.5Te0.5,thin_film,FTS_12K,14.0,47.0,47.0,Tier_3_literature_default,14,14,0.1920651722292187,T,12.0,3.53049829534218,0.0910484848324636,5.956954089718852,0.004136387540066,0.0098164923829853,True,H_axis_applicability_bound,iop_10.1088_0953-2048_29_3_035013,14.0,47.0,,,True,0.1920651722292187,3.5304982610907976,14,0.09265638842533205,False,False
B,iop_10.1088_0953-2048_29_3_035013,FeSe0.5Te0.5,thin_film,FTS_15K,14.0,47.0,47.0,Tier_3_literature_default,13,13,0.1901067468899845,T,15.0,9.621300601290676,0.390064057506757,5.672196428561456,0.0183577336468266,0.0399762740542771,True,H_axis_applicability_bound,iop_10.1088_0953-2048_29_3_035013,14.0,47.0,,,False,,,0,0.0,False,False
B,iop_10.1088_0953-2048_29_3_035013,FeSe0.5Te0.5,thin_film,FTS_17K,14.0,47.0,47.0,Tier_3_literature_default,12,12,0.1485849059528071,T,17.0,29.99999999999628,4.665905381892923,5.144538536825544,0.1575818367012485,0.3491321869773663,True,H_axis_applicability_bound,iop_10.1088_0953-2048_29_3_035013,14.0,47.0,,,False,,,0,0.0,False,False
B,iop_10.1088_0953-2048_29_3_035013,FeSe0.5Te0.5,thin_film,FTS_4.2K,14.0,47.0,47.0,Tier_3_literature_default,14,14,0.1914396416286213,T,4.2,2.2989479187160367,0.1436896568412101,6.1887832297712135,0.0065274721276238,0.0154324856999001,True,H_axis_applicability_bound,iop_10.1088_0953-2048_29_3_035013,14.0,47.0,,,True,0.1914396416286213,2.298947817741483,14,0.09232199120121162,False,False
B,iop_10.1088_0953-2048_29_3_035013,FeSe0.5Te0.5,thin_film,FTS_6K,14.0,47.0,47.0,Tier_3_literature_default,13,13,0.1885773276712792,T,6.0,2.2014097843316915,0.129473865856511,6.153118414015574,0.006107104650194,0.013204285968624,True,H_axis_applicability_bound,iop_10.1088_0953-2048_29_3_035013,14.0,47.0,,,False,,,0,0.0,False,False
B,iop_10.1088_0953-2048_29_3_035013,FeSe0.5Te0.5,thin_film,FTS_8K,14.0,47.0,47.0,Tier_3_literature_default,14,14,0.1914365418734151,T,8.0,2.660122429281796,0.1265126313997861,6.152001424133521,0.00574236880895,0.0136212925448586,True,H_axis_applicability_bound,iop_10.1088_0953-2048_29_3_035013,14.0,47.0,,,True,0.19143654187341516,2.660122461730171,14,0.09232000660485115,False,False
B,springer_10.1007_s10854-026-16566-9,FeTe0.5Se0.5,single_crystal,"Fe(1-x)(MWCNT)xTe0.5Se0.5, x=0%",14.0,9.2,47.0,Tier_1_extrapolated_to_low_T_anchor_11.0K,6,6,0.4891304347826087,T,5.0,1.3956391988452888,0.182596950529313,5.973137026665985,0.0350566642508447,0.0404915401858398,True,ok,springer_10.1007_s10854-026-16566-9,14.0,9.2,,,True,0.48913043478260876,1.3956392115961718,6,0.3162699622207181,True,True
B,springer_10.1007_s10854-026-16566-9,FeTe0.5Se0.5,single_crystal,"Fe(1-x)(MWCNT)xTe0.5Se0.5, x=0%",14.0,9.2,47.0,Tier_1_extrapolated_to_low_T_anchor_11.0K,6,6,0.4891304347826087,T,7.0,1.7131576903110215,0.1957979148312312,5.93108574852633,0.0375911058786365,0.0434189011833262,True,ok,springer_10.1007_s10854-026-16566-9,14.0,9.2,,,True,0.48913043478260876,1.7131577185815723,6,0.3162699622207181,True,True
B,springer_10.1007_s10854-026-16566-9,FeTe0.5Se0.5,single_crystal,"Fe(1-x)(MWCNT)xTe0.5Se0.5, x=0%",14.0,9.2,47.0,Tier_1_extrapolated_to_low_T_anchor_11.0K,6,6,0.4891304347826087,T,10.0,2.1483043416192205,0.1702152695469424,5.8653380768875785,0.0326795143774245,0.0377458561694642,True,ok,springer_10.1007_s10854-026-16566-9,14.0,9.2,,,True,0.48913043478260876,2.148304340960862,6,0.3162699622207181,True,True
B,springer_10.1007_s10854-026-16566-9,FeTe0.5Se0.5,single_crystal,"Fe(1-x)(MWCNT)xTe0.5Se0.5, x=1%",14.0,9.2,47.0,Tier_1_extrapolated_to_low_T_anchor_11.0K,6,6,0.4891304347826087,T,5.0,1.194117794824607,0.1512916208174663,6.150763417182104,0.029046373374335,0.0335494661228187,True,ok,springer_10.1007_s10854-026-16566-9,14.0,9.2,,,True,0.48913043478260876,1.1941178140320325,6,0.3162699622207181,True,True
B,springer_10.1007_s10854-026-16566-9,FeTe0.5Se0.5,single_crystal,"Fe(1-x)(MWCNT)xTe0.5Se0.5, x=1%",14.0,9.2,47.0,Tier_1_extrapolated_to_low_T_anchor_11.0K,6,6,0.4891304347826087,T,7.0,1.3458894354729332,0.159343695738208,6.121613313756543,0.0305922889530122,0.0353350443093818,True,ok,springer_10.1007_s10854-026-16566-9,14.0,9.2,,,True,0.48913043478260876,1.3458894438224338,6,0.3162699622207181,True,True
B,springer_10.1007_s10854-026-16566-9,FeTe0.5Se0.5,single_crystal,"Fe(1-x)(MWCNT)xTe0.5Se0.5, x=1%",14.0,9.2,47.0,Tier_1_extrapolated_to_low_T_anchor_11.0K,6,6,0.4891304347826087,T,10.0,1.5458359149464524,0.166368316079962,6.091657503238059,0.0319409373675799,0.0368927780868125,True,ok,springer_10.1007_s10854-026-16566-9,14.0,9.2,,,True,0.48913043478260876,1.5458358853279468,6,0.3162699622207181,True,True
B,springer_10.1007_s10854-026-16566-9,FeTe0.5Se0.5,single_crystal,"Fe(1-x)(MWCNT)xTe0.5Se0.5, x=2%",14.0,9.2,47.0,Tier_1_extrapolated_to_low_T_anchor_11.0K,6,6,0.4891304347826087,T,5.0,1.443937725865531,0.2342004421898009,6.238258338978655,0.0449639827365496,0.0519347992923847,True,ok,springer_10.1007_s10854-026-16566-9,14.0,9.2,,,True,0.48913043478260876,1.4439377038008343,6,0.3162699622207181,True,True
B,springer_10.1007_s10854-026-16566-9,FeTe0.5Se0.5,single_crystal,"Fe(1-x)(MWCNT)xTe0.5Se0.5, x=2%",14.0,9.2,47.0,Tier_1_extrapolated_to_low_T_anchor_11.0K,6,6,0.4891304347826087,T,7.0,1.605175620502339,0.2523646854922586,6.215186020846853,0.0484513226766681,0.0559627873801111,True,ok,springer_10.1007_s10854-026-16566-9,14.0,9.2,,,True,0.48913043478260876,1.6051756475997743,6,0.3162699622207181,True,True
B,springer_10.1007_s10854-026-16566-9,FeTe0.5Se0.5,single_crystal,"Fe(1-x)(MWCNT)xTe0.5Se0.5, x=2%",14.0,9.2,47.0,Tier_1_extrapolated_to_low_T_anchor_11.0K,6,6,0.4891304347826087,T,10.0,1.4819079853330066,0.1127460900629181,6.201664234751606,0.0216460454061274,0.0250018550761243,True,ok,springer_10.1007_s10854-026-16566-9,14.0,9.2,,,True,0.48913043478260876,1.4819079884420083,6,0.3162699622207181,True,True
B,springer_10.1007_s10854-026-16566-9,FeTe0.5Se0.5,single_crystal,"Fe(1-x)(MWCNT)xTe0.5Se0.5, x=3%",14.0,9.2,47.0,Tier_1_extrapolated_to_low_T_anchor_11.0K,6,6,0.4891304347826087,T,5.0,1.7890891969235347,0.2640454374563464,6.316710732317151,0.0506939046469259,0.0585530378886254,True,ok,springer_10.1007_s10854-026-16566-9,14.0,9.2,,,True,0.48913043478260876,1.7890892060766823,6,0.3162699622207181,True,True
B,springer_10.1007_s10854-026-16566-9,FeTe0.5Se0.5,single_crystal,"Fe(1-x)(MWCNT)xTe0.5Se0.5, x=3%",14.0,9.2,47.0,Tier_1_extrapolated_to_low_T_anchor_11.0K,6,6,0.4891304347826087,T,7.0,1.6005673710692063,0.1357614670264525,6.299517038049047,0.0260647502169517,0.0301055973935308,True,ok,springer_10.1007_s10854-026-16566-9,14.0,9.2,,,True,0.48913043478260876,1.6005673708290797,6,0.3162699622207181,True,True
B,springer_10.1007_s10854-026-16566-9,FeTe0.5Se0.5,single_crystal,"Fe(1-x)(MWCNT)xTe0.5Se0.5, x=3%",14.0,9.2,47.0,Tier_1_extrapolated_to_low_T_anchor_11.0K,6,6,0.4891304347826087,T,10.0,1.85731319641739,0.1670457623242354,6.283713168317346,0.0320710040830032,0.0370430073564623,True,ok,springer_10.1007_s10854-026-16566-9,14.0,9.2,,,True,0.48913043478260876,1.8573131798764764,6,0.3162699622207181,True,True
B,springer_10.1038_s41598-022-24044-5,FeSe0.5Te0.5,thin_film,FST_10K,14.0,18.0,47.0,Tier_1_extrapolated_to_low_T_anchor_14.0K,34,34,0.9445885260935496,T,10.0,,,,,,False,beta_extreme,springer_10.1038_s41598-022-24044-5,14.0,18.0,,,False,,,0,0.0,False,False
B,springer_10.1038_s41598-022-24044-5,FeSe0.5Te0.5,thin_film,FST_12K,14.0,18.0,47.0,Tier_1_extrapolated_to_low_T_anchor_14.0K,29,29,0.6098506783354024,T,12.0,,,,,,False,beta_extreme,springer_10.1038_s41598-022-24044-5,14.0,18.0,,,False,,,0,0.0,False,False
B,springer_10.1038_s41598-022-24044-5,FeSe0.5Te0.5,thin_film,FST_4K,14.0,18.0,47.0,Tier_1_extrapolated_to_low_T_anchor_14.0K,32,32,0.9412852884249232,T,4.0,,,,,,False,beta_extreme,springer_10.1038_s41598-022-24044-5,14.0,18.0,,,False,,,0,0.0,False,False
B,springer_10.1038_s41598-022-24044-5,FeSe0.5Te0.5,thin_film,FST_6K,14.0,18.0,47.0,Tier_1_extrapolated_to_low_T_anchor_14.0K,33,33,0.9437458174386611,T,6.0,,,,,,False,beta_extreme,springer_10.1038_s41598-022-24044-5,14.0,18.0,,,False,,,0,0.0,False,False
B,springer_10.1038_s41598-022-24044-5,FeSe0.5Te0.5,thin_film,FST_8K,14.0,18.0,47.0,Tier_1_extrapolated_to_low_T_anchor_14.0K,33,33,0.9448972188361155,T,8.0,,,,,,False,beta_extreme,springer_10.1038_s41598-022-24044-5,14.0,18.0,,,False,,,0,0.0,False,False
B,springer_10.1038_s41598-025-95932-9,Bi2Sr2CaCu2O8,thin_film,Sample A,85.0,100.0,100.0,Tier_3_literature_default,10,10,0.009,T,45.0,29.99999999986339,24.931905746862512,6.376672548798872,0.0674501228693665,0.088452405991321,True,H_axis_applicability_bound,springer_10.1038_s41598-025-95932-9,85.0,100.0,,,False,,,0,0.0,False,False
B,springer_10.1038_s41598-025-95932-9,Bi2Sr2CaCu2O8,thin_film,Sample A,85.0,100.0,100.0,Tier_3_literature_default,10,10,0.009,T,50.0,29.999999999992404,31.83305685829111,6.302723039814964,0.0861203198656267,0.112935986987768,True,H_axis_applicability_bound,springer_10.1038_s41598-025-95932-9,85.0,100.0,,,False,,,0,0.0,False,False
B,springer_10.1038_s41598-025-95932-9,Bi2Sr2CaCu2O8,thin_film,Sample A,85.0,100.0,100.0,Tier_3_literature_default,10,10,0.009,T,55.0,29.999994840934697,42.54640769440974,6.210871396761171,0.1151039238668407,0.1509443578683825,True,H_axis_applicability_bound,springer_10.1038_s41598-025-95932-9,85.0,100.0,,,False,,,0,0.0,False,False
B,springer_10.1038_s41598-025-95932-9,Bi2Sr2CaCu2O8,thin_film,Sample A,85.0,100.0,100.0,Tier_3_literature_default,10,10,0.009,T,60.0,29.999999384637853,62.705987773995766,6.085738807367086,0.1696431200252327,0.2224656048087871,True,H_axis_applicability_bound,springer_10.1038_s41598-025-95932-9,85.0,100.0,,,False,,,0,0.0,False,False
B,springer_10.1038_s41598-025-95932-9,Bi2Sr2CaCu2O8,thin_film,Sample A,85.0,100.0,100.0,Tier_3_literature_default,10,10,0.009,T,65.0,29.99999994358029,100.64030683825592,5.898814015877486,0.2722696455647556,0.3570474099846529,True,H_axis_applicability_bound,springer_10.1038_s41598-025-95932-9,85.0,100.0,,,False,,,0,0.0,False,False
B,springer_10.1038_s41598-025-95932-9,Bi2Sr2CaCu2O8,thin_film,Sample A,85.0,100.0,100.0,Tier_3_literature_default,10,10,0.009,T,70.0,29.99999998915098,158.65553519846563,5.612287628404919,0.4292224561321358,0.5628713130786486,True,H_axis_applicability_bound,springer_10.1038_s41598-025-95932-9,85.0,100.0,,,False,,,0,0.0,False,False
